rt,serialno,division,sporder,puma,region,st,adjinc,pwgtp,agep,cit,citwp,cow,ddrs,dear,deye,dout,dphy,drat,dratx,drem,eng,fer,gcl,gcm,gcr,hins1,hins2,hins3,hins4,hins5,hins6,hins7,intp,jwmnp,jwrip,jwtr,lanx,mar,marhd,marhm,marht,marhw,marhyp,mig,mil,mlpa,mlpb,mlpcd,mlpe,mlpfg,mlph,mlpi,mlpj,mlpk,nwab,nwav,nwla,nwlk,nwre,oip,pap,relp,retp,sch,schg,schl,semp,sex,ssip,ssp,wagp,wkhp,wkl,wkw,wrk,yoep,anc,anc1p,anc2p,decade,dis,drivesp,esp,esr,fod1p,fod2p,hicov,hisp,indp,jwap,jwdp,lanp,migpuma,migsp,msp,naicsp,nativity,nop,oc,occp,paoc,pernp,pincp,pobp,povpip,powpuma,powsp,privcov,pubcov,qtrbir,rac1p,rac2p,rac3p,racaian,racasn,racblk,racnh,racnum,racpi,racsor,racwht,rc,sciengp,sciengrlp,sfn,sfr,socp,vps,waob,fagep,fancp,fcitp,fcitwp,fcowp,fddrsp,fdearp,fdeyep,fdisp,fdoutp,fdphyp,fdratp,fdratxp,fdremp,fengp,fesrp,fferp,ffodp,fgclp,fgcmp,fgcrp,fhicovp,fhins1p,fhins2p,fhins3c,fhins3p,fhins4c,fhins4p,fhins5c,fhins5p,fhins6p,fhins7p,fhisp,findp,fintp,fjwdp,fjwmnp,fjwrip,fjwtrp,flanp,flanxp,fmarp,fmarhdp,fmarhmp,fmarhtp,fmarhwp,fmarhyp,fmigp,fmigsp,fmilpp,fmilsp,foccp,foip,fpap,fpernp,fpincp,fpobp,fpowsp,fprivcovp,fpubcovp,fracp,frelp,fretp,fschgp,fschlp,fschp,fsemp,fsexp,fssip,fssp,fwagp,fwkhp,fwklp,fwkwp,fwrkp,fyoep,pwgtp1,pwgtp2,pwgtp3,pwgtp4,pwgtp5,pwgtp6,pwgtp7,pwgtp8,pwgtp9,pwgtp10,pwgtp11,pwgtp12,pwgtp13,pwgtp14,pwgtp15,pwgtp16,pwgtp17,pwgtp18,pwgtp19,pwgtp20,pwgtp21,pwgtp22,pwgtp23,pwgtp24,pwgtp25,pwgtp26,pwgtp27,pwgtp28,pwgtp29,pwgtp30,pwgtp31,pwgtp32,pwgtp33,pwgtp34,pwgtp35,pwgtp36,pwgtp37,pwgtp38,pwgtp39,pwgtp40,pwgtp41,pwgtp42,pwgtp43,pwgtp44,pwgtp45,pwgtp46,pwgtp47,pwgtp48,pwgtp49,pwgtp50,pwgtp51,pwgtp52,pwgtp53,pwgtp54,pwgtp55,pwgtp56,pwgtp57,pwgtp58,pwgtp59,pwgtp60,pwgtp61,pwgtp62,pwgtp63,pwgtp64,pwgtp65,pwgtp66,pwgtp67,pwgtp68,pwgtp69,pwgtp70,pwgtp71,pwgtp72,pwgtp73,pwgtp74,pwgtp75,pwgtp76,pwgtp77,pwgtp78,pwgtp79,pwgtp80
P,2013001069459,9,03,11613,4,53,1061971,16.0,17.0,1.0,,,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,02,0.0,2,13,13,0.0,2,0.0,0.0,0.0,,3,,2,,2,082,021,,2,,1,6,,,1,01,,,,,,,6,,1,1,1,,4,0.0,0.0,053,501.0,,,1,2,1,9,68,021,0,1,0,0,2,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,21.0,32.0,17.0,5.0,18.0,25.0,24.0,21.0,18.0,22.0,5.0,14.0,4.0,5.0,13.0,4.0,22.0,19.0,17.0,14.0,12.0,6.0,15.0,27.0,21.0,4.0,6.0,18.0,17.0,6.0,25.0,12.0,24.0,36.0,13.0,35.0,4.0,20.0,15.0,18.0,17.0,29.0,13.0,5.0,18.0,29.0,25.0,13.0,10.0,31.0,3.0,17.0,4.0,6.0,17.0,6.0,25.0,14.0,16.0,20.0,18.0,4.0,18.0,26.0,22.0,5.0,6.0,19.0,18.0,5.0,20.0,16.0,34.0,24.0,14.0,40.0,6.0,14.0,15.0
P,2013001071031,9,02,11611,4,53,1061971,45.0,18.0,1.0,,9,2,2,2,2,2,,,2,1,,,,,2,2,2,1,2,2,2,0.0,,,,1,5,,,,,,3,4,,,,,,,,,,2,1,2,1,3,0.0,0.0,02,0.0,1,,17,0.0,1,0.0,0.0,0.0,,3,,2,,2,291,219,,2,,,3,,,1,02,9920,,,1200,03700,006,6,9920    ,1,,0,9920,,0.0,0.0,006,64.0,,,2,1,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,999920,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,94.0,37.0,58.0,57.0,18.0,34.0,13.0,75.0,43.0,19.0,13.0,53.0,61.0,38.0,55.0,60.0,58.0,42.0,10.0,52.0,19.0,40.0,11.0,36.0,92.0,42.0,54.0,18.0,33.0,65.0,73.0,60.0,48.0,32.0,37.0,34.0,17.0,49.0,69.0,24.0,106.0,35.0,68.0,67.0,20.0,36.0,15.0,62.0,52.0,12.0,13.0,43.0,67.0,44.0,48.0,48.0,52.0,49.0,15.0,59.0,13.0,48.0,10.0,49.0,72.0,51.0,51.0,13.0,51.0,53.0,64.0,61.0,46.0,49.0,39.0,35.0,12.0,33.0,96.0
P,2013001072027,9,03,11615,4,53,1061971,28.0,16.0,1.0,,,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,,,,,,,,,,,2,5,2,2,3,0.0,0.0,02,0.0,2,14,14,0.0,1,0.0,0.0,0.0,,3,,2,,1,917,999,,2,,2,6,,,1,01,,,,,,,6,,1,1,1,,,0.0,0.0,053,162.0,,,1,2,1,5,37,003,1,0,0,0,1,0,0,0,1,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,7.0,40.0,23.0,10.0,11.0,9.0,37.0,53.0,8.0,24.0,32.0,26.0,22.0,57.0,61.0,32.0,41.0,32.0,16.0,13.0,44.0,10.0,27.0,38.0,59.0,43.0,27.0,8.0,45.0,29.0,27.0,39.0,28.0,11.0,11.0,30.0,32.0,23.0,24.0,10.0,44.0,10.0,42.0,39.0,40.0,67.0,20.0,7.0,62.0,24.0,25.0,35.0,39.0,11.0,7.0,24.0,22.0,32.0,32.0,41.0,7.0,30.0,24.0,13.0,11.0,15.0,30.0,49.0,10.0,24.0,30.0,23.0,35.0,50.0,41.0,21.0,27.0,35.0,18.0
P,2013001074807,9,03,11610,4,53,1061971,17.0,22.0,1.0,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,1,5,2,3,3,0.0,0.0,02,0.0,1,,13,0.0,2,0.0,0.0,18000.0,32.0,1,3,2,,2,032,050,,2,,,2,,,1,01,8680,,,,,,6,722Z    ,1,,0,4110,4,18000.0,18000.0,053,501.0,,,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,353031,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,33.0,28.0,16.0,16.0,16.0,16.0,17.0,5.0,17.0,23.0,5.0,19.0,5.0,20.0,31.0,18.0,32.0,5.0,5.0,16.0,25.0,26.0,19.0,17.0,21.0,21.0,18.0,7.0,17.0,29.0,5.0,20.0,6.0,17.0,33.0,18.0,31.0,5.0,28.0,16.0,5.0,6.0,18.0,17.0,14.0,15.0,13.0,30.0,18.0,5.0,30.0,19.0,31.0,18.0,5.0,20.0,6.0,24.0,32.0,16.0,6.0,5.0,15.0,18.0,19.0,19.0,18.0,31.0,18.0,6.0,31.0,16.0,27.0,15.0,5.0,16.0,6.0,31.0,4.0
P,2013001074721,9,02,11604,4,53,1061971,33.0,19.0,1.0,,,2,2,2,2,2,,,2,,2,,,,2,2,1,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,10,0.0,1,,16,0.0,2,0.0,0.0,0.0,,3,,,,2,903,902,,2,,,6,,,1,01,,,,,,,6,,1,,0,,4,0.0,0.0,006,157.0,,,2,1,4,2,02,002,0,0,1,0,1,0,0,0,0,,,,,,,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,10.0,36.0,12.0,12.0,50.0,14.0,86.0,27.0,30.0,37.0,72.0,24.0,12.0,26.0,57.0,50.0,32.0,24.0,34.0,35.0,56.0,40.0,48.0,55.0,39.0,40.0,13.0,39.0,43.0,37.0,7.0,31.0,52.0,31.0,12.0,10.0,26.0,30.0,8.0,28.0,7.0,45.0,13.0,10.0,38.0,13.0,57.0,32.0,38.0,31.0,52.0,27.0,9.0,42.0,59.0,50.0,37.0,34.0,35.0,25.0,48.0,37.0,60.0,63.0,37.0,44.0,17.0,42.0,45.0,31.0,12.0,44.0,44.0,39.0,9.0,7.0,34.0,37.0,9.0,58.0
P,2013001079411,9,04,11611,4,53,1061971,15.0,22.0,1.0,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,75.0,,08,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,04,0.0,2,15,16,0.0,1,0.0,0.0,12000.0,30.0,1,5,1,,2,050,022,,2,,,1,,,1,01,3895,091,037,,11600,053,6,337     ,1,,0,8550,,12000.0,12000.0,053,501.0,11600,053,1,2,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,5170XX,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,17.0,28.0,17.0,5.0,26.0,4.0,18.0,15.0,13.0,14.0,17.0,11.0,24.0,5.0,15.0,18.0,4.0,5.0,14.0,25.0,16.0,11.0,21.0,14.0,13.0,14.0,23.0,4.0,5.0,5.0,4.0,27.0,18.0,14.0,3.0,31.0,17.0,13.0,4.0,12.0,5.0,5.0,14.0,24.0,4.0,21.0,20.0,19.0,16.0,12.0,18.0,14.0,3.0,27.0,19.0,14.0,25.0,24.0,12.0,4.0,14.0,12.0,4.0,14.0,14.0,15.0,5.0,24.0,27.0,27.0,27.0,5.0,16.0,15.0,28.0,4.0,13.0,15.0,22.0
P,2013001080607,9,03,11611,4,53,1061971,15.0,23.0,1.0,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0.0,38.0,1.0,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,04,0.0,1,,20,0.0,2,0.0,0.0,36600.0,40.0,1,1,1,,1,924,999,,2,1,,1,,,1,01,7480,179,106,,,,6,54194   ,1,,0,3420,4,36600.0,36600.0,053,436.0,11600,053,1,2,3,1,01,001,0,0,0,0,1,0,0,1,0,,,,,292050,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,12.0,24.0,18.0,28.0,16.0,15.0,25.0,15.0,4.0,24.0,23.0,5.0,14.0,14.0,4.0,16.0,5.0,16.0,4.0,15.0,15.0,23.0,12.0,27.0,17.0,15.0,27.0,16.0,4.0,20.0,22.0,5.0,15.0,18.0,5.0,14.0,4.0,13.0,26.0,14.0,15.0,5.0,10.0,4.0,12.0,15.0,5.0,14.0,25.0,5.0,4.0,31.0,15.0,15.0,23.0,13.0,28.0,16.0,28.0,14.0,13.0,4.0,17.0,5.0,16.0,16.0,4.0,15.0,24.0,3.0,4.0,23.0,12.0,14.0,24.0,18.0,29.0,18.0,6.0
P,2013001081164,9,05,11612,4,53,1061971,21.0,18.0,5.0,,1,2,2,2,2,2,,,2,2,,,,,1,2,2,2,2,2,2,0.0,30.0,1.0,01,1,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,10,0.0,2,15,16,0.0,1,0.0,0.0,5500.0,20.0,1,5,,2002.0,4,999,999,7,2,1,,1,,,1,01,5380,058,016,2920,11600,053,6,45211   ,2,,0,4760,,5500.0,5500.0,217,225.0,11600,053,1,2,4,9,68,020,0,1,0,0,2,0,0,1,0,,,,,412031,,4,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,25.0,6.0,23.0,21.0,36.0,34.0,7.0,5.0,31.0,20.0,5.0,29.0,43.0,19.0,18.0,6.0,16.0,19.0,23.0,22.0,20.0,10.0,21.0,18.0,53.0,32.0,9.0,7.0,22.0,13.0,8.0,44.0,29.0,18.0,25.0,6.0,20.0,18.0,21.0,15.0,17.0,28.0,19.0,19.0,5.0,5.0,38.0,29.0,6.0,25.0,47.0,6.0,4.0,29.0,22.0,30.0,30.0,27.0,22.0,14.0,22.0,31.0,20.0,27.0,6.0,6.0,25.0,31.0,8.0,24.0,54.0,5.0,5.0,29.0,17.0,29.0,32.0,21.0,25.0,32.0
P,2013001083303,9,03,11612,4,53,1061971,16.0,16.0,1.0,,1,2,2,2,2,2,,,2,,2,,,,2,1,2,2,2,2,2,0.0,17.0,3.0,01,2,5,,,,,,1,,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,2,13,13,0.0,2,0.0,0.0,3200.0,24.0,1,4,1,,1,142,999,,2,3,1,1,,,1,01,8590,121,079,,,,6,713Z    ,1,1,1,3955,4,3200.0,3200.0,006,501.0,11600,053,1,2,1,1,01,001,0,0,0,0,1,0,0,1,1,,,,,33909X,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21.0,31.0,24.0,17.0,5.0,24.0,5.0,19.0,12.0,15.0,16.0,14.0,16.0,30.0,6.0,15.0,12.0,5.0,4.0,18.0,29.0,17.0,16.0,24.0,18.0,18.0,16.0,27.0,5.0,5.0,5.0,5.0,24.0,15.0,15.0,3.0,25.0,18.0,16.0,5.0,15.0,6.0,6.0,18.0,24.0,5.0,26.0,14.0,16.0,18.0,14.0,14.0,14.0,4.0,24.0,16.0,16.0,27.0,24.0,15.0,4.0,19.0,13.0,5.0,16.0,16.0,17.0,3.0,27.0,33.0,30.0,31.0,6.0,19.0,13.0,30.0,7.0,15.0,12.0,24.0
P,2013001084685,9,02,11613,4,53,1061971,19.0,19.0,2.0,,1,2,2,2,2,2,,,2,1,,,,,2,2,2,1,2,2,2,0.0,20.0,1.0,01,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,2,15,16,0.0,1,0.0,0.0,850.0,25.0,1,4,1,1999.0,1,261,999,6,2,1,,1,,,1,03,5380,116,073,1200,,,6,45211   ,1,,0,9130,,850.0,850.0,072,143.0,11600,053,2,1,2,2,02,002,0,0,1,0,1,0,0,0,0,,,,,533030,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18.0,35.0,29.0,20.0,17.0,24.0,36.0,4.0,34.0,19.0,9.0,5.0,5.0,21.0,32.0,5.0,20.0,24.0,16.0,21.0,27.0,38.0,30.0,23.0,18.0,18.0,29.0,5.0,28.0,17.0,6.0,6.0,8.0,22.0,26.0,5.0,22.0,19.0,19.0,22.0,29.0,4.0,7.0,28.0,18.0,19.0,6.0,31.0,6.0,30.0,32.0,28.0,45.0,19.0,6.0,32.0,15.0,18.0,18.0,21.0,22.0,6.0,6.0,24.0,16.0,19.0,5.0,25.0,4.0,16.0,35.0,19.0,31.0,20.0,5.0,33.0,24.0,19.0,17.0,17.0
P,2013001085819,9,03,11614,4,53,1061971,19.0,21.0,1.0,,,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,2,1,2,2,3,0.0,0.0,02,0.0,2,15,16,0.0,1,0.0,0.0,0.0,,3,,2,,2,032,050,,2,,,6,,,1,01,,,,,,,6,,1,,0,,,0.0,0.0,006,237.0,,,1,2,3,8,67,015,0,0,0,0,1,0,1,0,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17.0,31.0,39.0,21.0,20.0,33.0,18.0,21.0,32.0,37.0,34.0,31.0,17.0,31.0,18.0,29.0,20.0,20.0,18.0,6.0,19.0,6.0,6.0,20.0,19.0,6.0,25.0,15.0,5.0,4.0,7.0,6.0,19.0,6.0,17.0,7.0,16.0,16.0,22.0,6.0,18.0,5.0,6.0,20.0,22.0,6.0,21.0,20.0,6.0,7.0,5.0,5.0,21.0,6.0,19.0,5.0,21.0,21.0,19.0,38.0,15.0,28.0,33.0,20.0,18.0,30.0,18.0,19.0,34.0,35.0,34.0,34.0,17.0,30.0,21.0,35.0,20.0,17.0,16.0,29.0
P,2013001085819,9,04,11614,4,53,1061971,15.0,17.0,1.0,,,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,2,3,2,2,3,0.0,0.0,02,0.0,2,12,13,0.0,2,0.0,0.0,0.0,,3,,2,,2,032,050,,2,,1,6,,,1,01,,,,,,,6,,1,3,1,,4,0.0,0.0,053,237.0,,,1,2,4,8,67,015,0,0,0,0,1,0,1,0,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,14.0,32.0,26.0,16.0,15.0,21.0,12.0,15.0,26.0,22.0,29.0,26.0,15.0,24.0,12.0,24.0,14.0,15.0,15.0,5.0,15.0,4.0,4.0,12.0,14.0,4.0,16.0,15.0,4.0,4.0,6.0,5.0,17.0,5.0,18.0,5.0,12.0,15.0,14.0,4.0,18.0,4.0,4.0,16.0,15.0,5.0,16.0,15.0,5.0,5.0,3.0,4.0,14.0,5.0,16.0,4.0,17.0,15.0,17.0,25.0,14.0,21.0,29.0,12.0,13.0,28.0,15.0,14.0,22.0,23.0,25.0,26.0,14.0,20.0,14.0,25.0,16.0,15.0,14.0,21.0
P,2013001085945,9,01,11611,4,53,1061971,49.0,22.0,1.0,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,5.0,1.0,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,00,0.0,1,,01,0.0,1,0.0,0.0,15000.0,40.0,1,1,1,,4,999,999,,2,1,,1,,,1,01,4970,080,040,,,,6,4451    ,1,,0,9620,,15000.0,15000.0,053,125.0,11600,053,1,2,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,537062,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,46.0,57.0,18.0,58.0,49.0,59.0,74.0,21.0,55.0,41.0,73.0,52.0,69.0,72.0,15.0,16.0,50.0,55.0,51.0,91.0,46.0,13.0,67.0,39.0,44.0,49.0,15.0,78.0,55.0,59.0,17.0,54.0,15.0,19.0,83.0,70.0,57.0,60.0,42.0,15.0,46.0,83.0,18.0,44.0,43.0,46.0,64.0,22.0,60.0,57.0,68.0,53.0,84.0,68.0,15.0,16.0,41.0,52.0,47.0,72.0,48.0,14.0,70.0,45.0,49.0,49.0,17.0,84.0,54.0,56.0,16.0,55.0,18.0,16.0,85.0,82.0,46.0,46.0,50.0,13.0
P,2013001085945,9,02,11611,4,53,1061971,61.0,23.0,1.0,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,30.0,1.0,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,11,0.0,1,,15,0.0,1,0.0,0.0,35000.0,40.0,1,1,1,,4,999,999,,2,1,,1,,,1,01,4970,076,031,,,,6,4451    ,1,,0,9620,,35000.0,35000.0,053,291.0,11600,053,1,2,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,537062,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,57.0,69.0,22.0,74.0,59.0,71.0,83.0,25.0,66.0,55.0,87.0,63.0,84.0,93.0,20.0,20.0,61.0,67.0,59.0,112.0,59.0,17.0,75.0,48.0,53.0,57.0,19.0,93.0,65.0,72.0,21.0,65.0,19.0,24.0,104.0,91.0,68.0,74.0,53.0,19.0,55.0,104.0,23.0,54.0,52.0,59.0,84.0,26.0,73.0,69.0,83.0,66.0,97.0,83.0,19.0,22.0,52.0,62.0,58.0,85.0,59.0,17.0,89.0,55.0,58.0,62.0,21.0,108.0,65.0,66.0,21.0,69.0,22.0,20.0,105.0,101.0,58.0,58.0,58.0,17.0
P,2013001081164,9,06,11612,4,53,1061971,17.0,23.0,1.0,,1,2,2,2,2,2,,,2,,,,,,2,1,2,2,2,2,2,0.0,15.0,2.0,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,12,0.0,1,,16,0.0,1,0.0,0.0,65000.0,40.0,1,1,,,4,999,999,,2,2,,1,,,1,01,3590,091,049,,,,6,33641M2 ,1,,0,7340,,65000.0,65000.0,048,501.0,11500,053,1,2,3,1,01,001,0,0,0,0,1,0,0,1,0,,,,,499071,,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,21.0,5.0,19.0,19.0,29.0,35.0,5.0,5.0,23.0,17.0,6.0,30.0,28.0,20.0,17.0,5.0,15.0,19.0,18.0,17.0,16.0,4.0,18.0,18.0,29.0,31.0,6.0,5.0,30.0,12.0,5.0,32.0,23.0,18.0,13.0,4.0,14.0,15.0,24.0,17.0,12.0,30.0,20.0,18.0,5.0,4.0,29.0,24.0,5.0,20.0,31.0,4.0,5.0,15.0,13.0,29.0,18.0,18.0,17.0,14.0,16.0,29.0,19.0,21.0,5.0,5.0,31.0,25.0,5.0,25.0,29.0,6.0,5.0,19.0,15.0,26.0,18.0,15.0,19.0,19.0
P,2013001085945,9,03,11611,4,53,1061971,61.0,22.0,1.0,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,13.0,1.0,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,11,0.0,1,,19,0.0,1,0.0,0.0,24500.0,35.0,1,2,1,,4,999,999,,2,1,,1,,,1,01,7080,066,025,,,,6,5321    ,1,,0,0410,,24500.0,24500.0,048,204.0,11600,053,1,2,3,1,01,001,0,0,0,0,1,0,0,1,0,,,,,119141,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,57.0,68.0,22.0,74.0,59.0,70.0,83.0,25.0,66.0,55.0,87.0,63.0,84.0,93.0,20.0,20.0,60.0,67.0,58.0,112.0,59.0,17.0,75.0,47.0,52.0,57.0,19.0,92.0,66.0,72.0,21.0,65.0,19.0,23.0,104.0,92.0,69.0,74.0,54.0,19.0,55.0,103.0,23.0,54.0,51.0,59.0,84.0,26.0,72.0,68.0,83.0,67.0,98.0,82.0,19.0,22.0,54.0,62.0,57.0,85.0,58.0,17.0,90.0,56.0,57.0,61.0,20.0,109.0,64.0,65.0,21.0,68.0,22.0,20.0,106.0,100.0,57.0,58.0,58.0,17.0
P,2013001093046,9,02,11614,4,53,1061971,13.0,16.0,1.0,,,2,2,2,2,2,,,2,,2,,,,2,2,2,1,2,2,2,0.0,,,,2,5,,,,,,1,,,,,,,,,,,2,3,2,1,3,0.0,0.0,02,0.0,2,12,12,0.0,2,0.0,0.0,0.0,,3,,2,,4,999,999,,2,,8,6,,,1,01,,,,,,,6,,1,7,1,,4,0.0,0.0,053,68.0,,,2,1,4,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,17.0,25.0,4.0,15.0,11.0,19.0,13.0,23.0,20.0,4.0,4.0,13.0,13.0,11.0,11.0,22.0,3.0,14.0,27.0,12.0,13.0,4.0,18.0,12.0,14.0,4.0,14.0,3.0,4.0,29.0,23.0,16.0,14.0,16.0,12.0,4.0,23.0,14.0,22.0,17.0,14.0,4.0,25.0,13.0,13.0,5.0,12.0,4.0,5.0,18.0,19.0,13.0,15.0,13.0,13.0,5.0,23.0,16.0,4.0,12.0,11.0,27.0,4.0,12.0,14.0,24.0,12.0,21.0,22.0,3.0,4.0,13.0,11.0,13.0,14.0,26.0,3.0,13.0,4.0
