rt,serialno,division,sporder,puma,region,st,adjinc,pwgtp,agep,cit,citwp,cow,ddrs,dear,deye,dout,dphy,drat,dratx,drem,eng,fer,gcl,gcm,gcr,hins1,hins2,hins3,hins4,hins5,hins6,hins7,intp,jwmnp,jwrip,jwtr,lanx,mar,marhd,marhm,marht,marhw,marhyp,mig,mil,mlpa,mlpb,mlpcd,mlpe,mlpfg,mlph,mlpi,mlpj,mlpk,nwab,nwav,nwla,nwlk,nwre,oip,pap,relp,retp,sch,schg,schl,semp,sex,ssip,ssp,wagp,wkhp,wkl,wkw,wrk,yoep,anc,anc1p,anc2p,decade,dis,drivesp,esp,esr,fod1p,fod2p,hicov,hisp,indp,jwap,jwdp,lanp,migpuma,migsp,msp,naicsp,nativity,nop,oc,occp,paoc,pernp,pincp,pobp,povpip,powpuma,powsp,privcov,pubcov,qtrbir,rac1p,rac2p,rac3p,racaian,racasn,racblk,racnh,racnum,racpi,racsor,racwht,rc,sciengp,sciengrlp,sfn,sfr,socp,vps,waob,fagep,fancp,fcitp,fcitwp,fcowp,fddrsp,fdearp,fdeyep,fdisp,fdoutp,fdphyp,fdratp,fdratxp,fdremp,fengp,fesrp,fferp,ffodp,fgclp,fgcmp,fgcrp,fhicovp,fhins1p,fhins2p,fhins3c,fhins3p,fhins4c,fhins4p,fhins5c,fhins5p,fhins6p,fhins7p,fhisp,findp,fintp,fjwdp,fjwmnp,fjwrip,fjwtrp,flanp,flanxp,fmarp,fmarhdp,fmarhmp,fmarhtp,fmarhwp,fmarhyp,fmigp,fmigsp,fmilpp,fmilsp,foccp,foip,fpap,fpernp,fpincp,fpobp,fpowsp,fprivcovp,fpubcovp,fracp,frelp,fretp,fschgp,fschlp,fschp,fsemp,fsexp,fssip,fssp,fwagp,fwkhp,fwklp,fwkwp,fwrkp,fyoep,pwgtp1,pwgtp2,pwgtp3,pwgtp4,pwgtp5,pwgtp6,pwgtp7,pwgtp8,pwgtp9,pwgtp10,pwgtp11,pwgtp12,pwgtp13,pwgtp14,pwgtp15,pwgtp16,pwgtp17,pwgtp18,pwgtp19,pwgtp20,pwgtp21,pwgtp22,pwgtp23,pwgtp24,pwgtp25,pwgtp26,pwgtp27,pwgtp28,pwgtp29,pwgtp30,pwgtp31,pwgtp32,pwgtp33,pwgtp34,pwgtp35,pwgtp36,pwgtp37,pwgtp38,pwgtp39,pwgtp40,pwgtp41,pwgtp42,pwgtp43,pwgtp44,pwgtp45,pwgtp46,pwgtp47,pwgtp48,pwgtp49,pwgtp50,pwgtp51,pwgtp52,pwgtp53,pwgtp54,pwgtp55,pwgtp56,pwgtp57,pwgtp58,pwgtp59,pwgtp60,pwgtp61,pwgtp62,pwgtp63,pwgtp64,pwgtp65,pwgtp66,pwgtp67,pwgtp68,pwgtp69,pwgtp70,pwgtp71,pwgtp72,pwgtp73,pwgtp74,pwgtp75,pwgtp76,pwgtp77,pwgtp78,pwgtp79,pwgtp80
P,2017000438425,9,03,11612,4,53,1011189,34.0,17.0,1.0,,,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,3,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,02,0.0,2,13,14,0.0,1,0.0,0.0,0.0,,3,,2,,1,213,999,,2,,2,6,,,1,02,,,,,11600,053,6,,1,1,1,,,0.0,0.0,048,406.0,,,1,2,4,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,31.0,44.0,35.0,35.0,10.0,47.0,10.0,10.0,52.0,29.0,55.0,59.0,15.0,39.0,29.0,33.0,8.0,32.0,56.0,32.0,23.0,44.0,28.0,34.0,16.0,62.0,12.0,9.0,31.0,38.0,59.0,73.0,9.0,34.0,52.0,38.0,10.0,23.0,43.0,57.0,33.0,56.0,35.0,47.0,7.0,55.0,8.0,12.0,25.0,33.0,47.0,55.0,10.0,24.0,39.0,46.0,6.0,49.0,66.0,27.0,28.0,66.0,27.0,56.0,10.0,53.0,16.0,9.0,36.0,41.0,61.0,50.0,7.0,30.0,32.0,34.0,14.0,41.0,44.0
P,2017000439991,9,03,11615,4,53,1011189,12.0,20.0,1.0,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,20.0,30.0,1.0,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,2,15,19,0.0,1,0.0,0.0,19000.0,35.0,1,1,1,,2,142,032,,2,1,,1,,,1,01,7880,226,130,,,,6,611M2   ,1,,0,9420,,19000.0,19020.0,053,501.0,11600,053,1,2,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,5360XX,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,12.0,12.0,3.0,4.0,21.0,3.0,10.0,12.0,18.0,19.0,20.0,12.0,13.0,4.0,20.0,10.0,3.0,11.0,3.0,18.0,4.0,4.0,13.0,11.0,11.0,11.0,21.0,3.0,10.0,12.0,11.0,20.0,3.0,11.0,10.0,20.0,12.0,17.0,12.0,13.0,10.0,10.0,4.0,2.0,20.0,4.0,11.0,13.0,21.0,20.0,18.0,12.0,10.0,3.0,23.0,10.0,4.0,11.0,3.0,20.0,3.0,3.0,10.0,11.0,12.0,15.0,20.0,4.0,12.0,11.0,11.0,22.0,3.0,10.0,12.0,20.0,11.0,19.0,10.0
P,2017000439991,9,04,11615,4,53,1011189,11.0,17.0,1.0,,9,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,50.0,,,,2,5,,,,,,1,4,,,,,,,,,,2,1,2,1,3,0.0,0.0,02,0.0,2,14,14,0.0,2,0.0,0.0,0.0,,3,,2,,2,142,032,,2,,2,3,,,1,01,9920,,,,,,6,9920    ,1,1,1,9920,4,0.0,50.0,053,501.0,,,1,2,1,1,01,001,0,0,0,0,1,0,0,1,1,,,,,999920,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,12.0,12.0,4.0,4.0,16.0,3.0,11.0,13.0,22.0,17.0,19.0,13.0,12.0,3.0,20.0,12.0,2.0,12.0,3.0,19.0,3.0,3.0,16.0,11.0,11.0,12.0,22.0,3.0,11.0,12.0,12.0,19.0,3.0,11.0,13.0,18.0,11.0,23.0,12.0,14.0,11.0,11.0,3.0,4.0,22.0,3.0,11.0,12.0,21.0,22.0,22.0,13.0,13.0,4.0,23.0,12.0,3.0,11.0,3.0,22.0,3.0,3.0,9.0,10.0,10.0,13.0,18.0,3.0,12.0,12.0,12.0,23.0,4.0,14.0,13.0,21.0,12.0,19.0,11.0
P,2017000441351,9,03,11611,4,53,1011189,8.0,19.0,5.0,,1,2,2,2,2,2,,,2,1,1,,,,1,2,2,2,2,2,2,0.0,59.0,,02,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,05,0.0,1,,16,0.0,2,0.0,0.0,17000.0,30.0,1,1,1,2001.0,1,210,999,7,2,,,1,,,1,02,8680,163,096,1200,,,6,722Z    ,2,,0,5240,4,17000.0,17000.0,303,389.0,11600,053,1,2,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,434051,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,13.0,7.0,6.0,7.0,2.0,13.0,10.0,8.0,2.0,8.0,2.0,2.0,13.0,12.0,7.0,8.0,7.0,6.0,15.0,2.0,13.0,9.0,9.0,8.0,2.0,15.0,9.0,6.0,2.0,7.0,2.0,4.0,11.0,15.0,8.0,9.0,10.0,8.0,14.0,2.0,12.0,8.0,10.0,10.0,3.0,12.0,7.0,7.0,2.0,6.0,2.0,2.0,12.0,13.0,6.0,8.0,12.0,7.0,16.0,2.0,15.0,9.0,9.0,9.0,2.0,15.0,5.0,7.0,3.0,8.0,3.0,2.0,11.0,15.0,8.0,7.0,10.0,8.0,15.0
P,2017000441351,9,04,11611,4,53,1011189,7.0,19.0,5.0,,1,2,2,2,2,2,,,2,1,2,,,,1,2,2,2,2,2,2,0.0,59.0,,02,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,05,0.0,2,13,13,0.0,2,0.0,0.0,2500.0,25.0,1,6,1,1999.0,1,210,999,6,2,,,1,,,1,02,8680,201,115,1200,,,6,722Z    ,2,,0,5240,4,2500.0,2500.0,303,389.0,11600,053,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,434051,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,11.0,5.0,8.0,5.0,2.0,16.0,5.0,5.0,2.0,8.0,2.0,3.0,14.0,15.0,10.0,6.0,8.0,7.0,17.0,2.0,13.0,17.0,7.0,6.0,3.0,8.0,6.0,7.0,2.0,8.0,2.0,2.0,12.0,9.0,6.0,6.0,9.0,13.0,13.0,3.0,13.0,7.0,6.0,8.0,3.0,12.0,6.0,5.0,4.0,9.0,3.0,2.0,13.0,13.0,9.0,11.0,7.0,6.0,13.0,2.0,7.0,8.0,10.0,6.0,2.0,13.0,6.0,5.0,2.0,5.0,3.0,2.0,10.0,17.0,6.0,6.0,9.0,6.0,10.0
P,2017000441351,9,08,11611,4,53,1011189,8.0,18.0,4.0,2013.0,1,2,2,2,2,2,,,2,1,,,,,1,2,2,2,2,2,2,0.0,20.0,1.0,01,1,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,10,0.0,1,,16,0.0,1,0.0,0.0,28000.0,37.0,1,1,1,2009.0,1,814,999,7,2,1,,1,,,1,01,8680,036,006,3420,11600,053,6,722Z    ,2,,0,5240,,28000.0,28000.0,527,389.0,11600,053,1,2,3,7,61,013,0,0,0,0,1,1,0,0,0,,,2,3,434051,,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,12.0,11.0,11.0,9.0,4.0,12.0,9.0,14.0,2.0,5.0,2.0,2.0,19.0,9.0,10.0,10.0,7.0,25.0,16.0,2.0,14.0,9.0,11.0,7.0,1.0,17.0,10.0,5.0,2.0,12.0,4.0,5.0,9.0,14.0,10.0,14.0,10.0,7.0,14.0,3.0,20.0,6.0,7.0,7.0,4.0,15.0,9.0,11.0,3.0,6.0,3.0,3.0,14.0,14.0,10.0,9.0,7.0,9.0,28.0,3.0,10.0,8.0,10.0,8.0,2.0,12.0,7.0,6.0,4.0,13.0,2.0,5.0,14.0,15.0,11.0,5.0,10.0,4.0,10.0
P,2017000441351,9,10,11611,4,53,1011189,7.0,23.0,5.0,,1,2,2,2,2,2,,,2,1,1,,,,1,2,2,2,2,2,2,0.0,25.0,1.0,01,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,13,0.0,1,,18,0.0,2,0.0,0.0,25000.0,30.0,1,3,1,1999.0,1,210,999,6,2,1,,1,,,1,02,7980,078,034,1200,,,6,6212    ,2,,0,3640,4,25000.0,25000.0,303,197.0,11600,053,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,319091,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,12.0,7.0,5.0,6.0,2.0,12.0,9.0,8.0,2.0,7.0,2.0,2.0,10.0,9.0,6.0,7.0,7.0,6.0,12.0,2.0,11.0,9.0,7.0,7.0,2.0,13.0,8.0,6.0,1.0,6.0,1.0,3.0,10.0,13.0,6.0,8.0,7.0,7.0,12.0,2.0,10.0,7.0,9.0,9.0,3.0,11.0,7.0,6.0,2.0,6.0,2.0,2.0,10.0,11.0,6.0,6.0,11.0,7.0,13.0,2.0,13.0,7.0,7.0,8.0,1.0,12.0,5.0,7.0,2.0,7.0,2.0,1.0,11.0,13.0,6.0,7.0,8.0,8.0,15.0
P,2017000441816,9,04,11614,4,53,1011189,69.0,23.0,4.0,2004.0,1,2,2,2,2,2,,,2,1,,,,,2,2,2,1,2,2,2,0.0,90.0,2.0,01,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,1,,16,0.0,1,0.0,0.0,5000.0,4.0,1,6,1,1998.0,1,146,999,6,2,2,,1,,,1,01,0770,082,025,1250,,,6,23      ,2,,0,6260,,5000.0,5000.0,162,501.0,11600,053,2,1,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,472061,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0,20.0,23.0,66.0,23.0,76.0,69.0,120.0,74.0,129.0,71.0,107.0,59.0,65.0,21.0,64.0,78.0,21.0,112.0,127.0,69.0,71.0,78.0,118.0,64.0,23.0,147.0,60.0,110.0,66.0,20.0,67.0,21.0,126.0,70.0,23.0,18.0,54.0,67.0,83.0,18.0,123.0,120.0,76.0,119.0,73.0,76.0,22.0,74.0,25.0,64.0,18.0,70.0,69.0,102.0,64.0,71.0,121.0,20.0,24.0,58.0,61.0,65.0,22.0,72.0,110.0,20.0,70.0,22.0,64.0,122.0,70.0,108.0,18.0,71.0,125.0,121.0,59.0,63.0,61.0
P,2017000444665,9,03,11615,4,53,1011189,10.0,22.0,1.0,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,20.0,1.0,01,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,1,,18,0.0,1,0.0,0.0,26000.0,40.0,1,1,1,,2,740,924,,2,1,,1,,,1,01,5490,080,037,,11600,053,6,4533    ,1,,0,9620,,26000.0,26000.0,049,501.0,11600,053,1,2,4,9,68,021,0,1,0,0,2,0,0,1,0,,,,,537062,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,9.0,2.0,29.0,3.0,3.0,9.0,12.0,23.0,15.0,4.0,11.0,8.0,17.0,3.0,9.0,11.0,9.0,17.0,9.0,18.0,3.0,12.0,11.0,8.0,16.0,18.0,15.0,12.0,13.0,12.0,15.0,4.0,20.0,11.0,2.0,3.0,3.0,11.0,15.0,8.0,11.0,3.0,17.0,3.0,3.0,7.0,12.0,21.0,13.0,3.0,9.0,7.0,16.0,4.0,10.0,13.0,15.0,19.0,8.0,19.0,3.0,12.0,10.0,11.0,17.0,18.0,16.0,16.0,15.0,9.0,13.0,3.0,18.0,10.0,3.0,3.0,4.0,10.0,16.0
P,2017000466700,9,03,11615,4,53,1011189,12.0,21.0,1.0,,,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,2,15,19,0.0,1,0.0,0.0,0.0,,3,,,,4,999,999,,2,,,6,,,1,01,,,,,,,6,,1,,0,,,0.0,0.0,041,501.0,,,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,,,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,3.0,4.0,3.0,3.0,21.0,12.0,11.0,2.0,20.0,10.0,11.0,19.0,12.0,12.0,22.0,12.0,10.0,12.0,19.0,10.0,3.0,3.0,4.0,4.0,19.0,11.0,12.0,4.0,21.0,10.0,12.0,20.0,12.0,10.0,19.0,10.0,11.0,13.0,17.0,11.0,3.0,3.0,2.0,4.0,17.0,12.0,11.0,3.0,22.0,13.0,12.0,18.0,12.0,10.0,20.0,13.0,11.0,12.0,18.0,11.0,3.0,3.0,3.0,3.0,20.0,11.0,14.0,4.0,17.0,12.0,11.0,19.0,13.0,11.0,17.0,12.0,12.0,12.0,18.0,11.0
P,2017000447178,9,03,11613,4,53,1011189,12.0,22.0,1.0,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,20.0,1.0,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,2,15,20,0.0,1,0.0,0.0,3000.0,30.0,1,6,1,,1,922,999,,2,1,,1,,,1,01,8680,206,121,,,,6,722Z    ,1,,0,9130,,3000.0,3000.0,053,431.0,11600,053,1,2,1,5,35,003,1,0,0,0,1,0,0,0,0,,,,,533030,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,18.0,16.0,15.0,16.0,13.0,16.0,21.0,8.0,29.0,15.0,13.0,15.0,27.0,11.0,23.0,16.0,11.0,13.0,10.0,4.0,3.0,6.0,6.0,11.0,11.0,3.0,4.0,13.0,2.0,4.0,10.0,10.0,10.0,12.0,4.0,10.0,5.0,12.0,7.0,20.0,16.0,36.0,15.0,12.0,11.0,17.0,22.0,13.0,19.0,28.0,15.0,17.0,11.0,9.0,18.0,11.0,20.0,13.0,18.0,2.0,5.0,4.0,6.0,9.0,11.0,4.0,2.0,7.0,2.0,4.0,15.0,12.0,14.0,18.0,5.0,15.0,3.0,9.0,10.0
P,2017000468420,9,03,11613,4,53,1011189,12.0,18.0,1.0,,,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,1,2,2,1,2,2016.0,1,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,02,0.0,3,14,14,0.0,1,0.0,0.0,0.0,,3,,2,,2,032,026,,2,,,6,,,1,01,,,,,,,2,,1,,0,,,0.0,0.0,053,501.0,,,1,2,3,1,01,001,0,0,0,0,1,0,0,1,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,26.0,20.0,9.0,12.0,20.0,14.0,13.0,18.0,21.0,16.0,23.0,16.0,24.0,13.0,25.0,10.0,12.0,17.0,3.0,10.0,3.0,4.0,10.0,11.0,3.0,11.0,10.0,3.0,4.0,5.0,4.0,12.0,5.0,14.0,3.0,13.0,17.0,13.0,5.0,11.0,4.0,3.0,14.0,9.0,4.0,11.0,11.0,3.0,4.0,4.0,4.0,8.0,5.0,11.0,4.0,11.0,13.0,16.0,20.0,11.0,21.0,15.0,10.0,13.0,20.0,14.0,12.0,22.0,20.0,26.0,23.0,13.0,30.0,15.0,27.0,13.0,14.0,15.0,28.0
P,2017000457557,9,03,11615,4,53,1011189,18.0,21.0,5.0,,1,2,2,2,2,2,,,2,1,2,,,,1,2,2,2,2,2,2,0.0,30.0,1.0,01,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,2,15,16,0.0,2,0.0,0.0,15000.0,40.0,1,1,1,2000.0,1,210,999,7,2,1,,1,,,1,02,5170,007,001,1200,,,6,4481    ,2,,0,4760,4,15000.0,15000.0,303,229.0,11600,053,1,2,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,412031,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,9.0,3.0,21.0,29.0,3.0,40.0,19.0,24.0,19.0,20.0,17.0,20.0,5.0,32.0,34.0,15.0,28.0,34.0,13.0,27.0,15.0,25.0,22.0,21.0,23.0,14.0,38.0,4.0,5.0,6.0,4.0,28.0,36.0,22.0,4.0,41.0,15.0,16.0,28.0,51.0,35.0,36.0,17.0,8.0,28.0,4.0,14.0,12.0,12.0,14.0,15.0,18.0,35.0,4.0,14.0,23.0,5.0,7.0,22.0,15.0,25.0,17.0,7.0,17.0,20.0,24.0,4.0,31.0,27.0,37.0,40.0,5.0,17.0,19.0,36.0,4.0,22.0,18.0,5.0,5.0
P,2017000457557,9,04,11615,4,53,1011189,28.0,16.0,1.0,,,2,2,2,2,2,,,2,1,2,,,,2,2,2,1,2,2,2,0.0,,,,1,5,,,,,,1,,,,,,,,,,,2,5,2,2,3,0.0,0.0,02,0.0,2,13,14,0.0,2,0.0,0.0,0.0,,3,,2,,1,210,999,,2,,1,6,,,1,02,,,,1200,,,6,,1,4,1,,4,0.0,0.0,006,229.0,,,2,1,4,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,13.0,25.0,53.0,9.0,47.0,34.0,27.0,22.0,23.0,26.0,21.0,12.0,35.0,27.0,35.0,43.0,47.0,21.0,42.0,35.0,26.0,26.0,37.0,24.0,26.0,57.0,10.0,8.0,9.0,5.0,64.0,36.0,41.0,7.0,59.0,28.0,27.0,31.0,31.0,42.0,37.0,22.0,9.0,41.0,9.0,30.0,24.0,28.0,49.0,37.0,26.0,39.0,10.0,22.0,27.0,12.0,9.0,39.0,20.0,25.0,35.0,14.0,21.0,40.0,24.0,7.0,36.0,43.0,50.0,70.0,8.0,18.0,23.0,55.0,8.0,49.0,39.0,9.0,6.0
P,2017000468464,9,04,11612,4,53,1011189,22.0,16.0,1.0,,,2,2,2,2,2,,,2,,2,,,,2,2,2,1,2,2,2,0.0,,,,2,5,,,,,,3,,,,,,,,,,,2,5,2,2,3,0.0,0.0,07,0.0,1,,12,0.0,2,0.0,0.0,0.0,,3,,2,,2,210,183,,2,,7,6,,,1,02,,,,,11500,053,6,,1,7,0,,4,0.0,0.0,053,426.0,,,2,1,2,9,68,029,0,0,0,0,2,0,1,1,1,,,1,5,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,33.0,36.0,17.0,25.0,15.0,25.0,10.0,60.0,41.0,9.0,8.0,10.0,37.0,34.0,6.0,19.0,14.0,17.0,18.0,20.0,6.0,6.0,19.0,21.0,18.0,8.0,66.0,8.0,30.0,23.0,43.0,38.0,25.0,6.0,32.0,23.0,17.0,14.0,16.0,19.0,44.0,38.0,22.0,16.0,21.0,36.0,5.0,35.0,25.0,5.0,5.0,6.0,32.0,30.0,7.0,20.0,23.0,29.0,20.0,27.0,8.0,9.0,17.0,26.0,23.0,7.0,43.0,6.0,29.0,29.0,42.0,34.0,21.0,9.0,30.0,20.0,19.0,22.0,20.0
P,2017000468811,9,03,11611,4,53,1011189,19.0,17.0,1.0,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0.0,30.0,2.0,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,2,15,19,0.0,2,0.0,0.0,4300.0,20.0,1,4,1,,3,995,999,,2,2,1,1,,,1,02,8680,196,115,,,,6,722Z    ,1,2,1,4030,4,4300.0,4300.0,053,231.0,11600,053,1,2,3,9,68,029,0,0,0,0,2,0,1,1,1,,,,,352021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35.0,5.0,5.0,20.0,5.0,19.0,20.0,32.0,19.0,29.0,23.0,30.0,19.0,26.0,6.0,22.0,15.0,6.0,38.0,34.0,19.0,20.0,14.0,31.0,21.0,5.0,32.0,18.0,25.0,20.0,8.0,17.0,6.0,27.0,13.0,4.0,6.0,25.0,19.0,22.0,6.0,29.0,31.0,18.0,30.0,21.0,16.0,7.0,20.0,5.0,19.0,4.0,14.0,24.0,36.0,24.0,23.0,44.0,5.0,7.0,19.0,18.0,16.0,5.0,24.0,28.0,8.0,18.0,4.0,17.0,34.0,17.0,25.0,7.0,20.0,23.0,37.0,26.0,21.0,25.0
